block,method,num_agents,obs_radius,seed,isr,csr,makespan
main,RL Only,8,5,90012,0.5,0.0,
main,RL Only,8,5,90013,0.625,0.0,
main,RL Only,8,5,90014,0.5,0.0,
main,RL Only,8,5,90015,0.625,0.0,
main,RL Only,8,5,90016,0.875,0.0,
main,RL Only,8,5,90017,0.875,0.0,
main,RL Only,8,5,90018,0.625,0.0,
main,RL Only,8,5,90019,0.625,0.0,
main,RL Only,8,5,90020,0.75,0.0,
main,RL Only,8,5,90021,0.125,0.0,
main,RL Only,8,5,90022,1.0,1.0,35
main,RL Only,8,5,90023,0.5,0.0,
main,RL Only,8,5,90024,0.625,0.0,
main,RL Only,8,5,90025,0.625,0.0,
main,RL Only,8,5,90026,0.75,0.0,
main,RL Only,8,5,90027,0.625,0.0,
main,RL Only,8,5,90028,0.875,0.0,
main,RL Only,8,5,90029,0.25,0.0,
main,RL Only,8,5,90030,0.375,0.0,
main,RL Only,8,5,90031,0.75,0.0,
main,RL Only,8,5,90032,0.625,0.0,
main,RL Only,8,5,90033,0.75,0.0,
main,RL Only,8,5,90034,0.375,0.0,
main,RL Only,8,5,90035,0.5,0.0,
main,RL Only,8,5,90036,0.75,0.0,
main,RL Only,8,5,90037,0.25,0.0,
main,RL Only,8,5,90038,0.5,0.0,
main,RL Only,8,5,90039,0.625,0.0,
main,RL Only,8,5,90040,0.75,0.0,
main,RL Only,8,5,90041,0.5,0.0,
main,RL Only,8,5,90042,0.5,0.0,
main,RL Only,8,5,90043,0.625,0.0,
main,RL Only,8,5,90044,0.375,0.0,
main,RL Only,8,5,90045,0.625,0.0,
main,RL Only,8,5,90046,0.5,0.0,
main,RL Only,8,5,90047,0.75,0.0,
main,RL Only,8,5,90048,0.625,0.0,
main,RL Only,8,5,90049,0.625,0.0,
main,RL Only,8,5,90050,0.625,0.0,
main,RL Only,8,5,90051,0.25,0.0,
main,RL Only,8,5,90052,0.125,0.0,
main,RL Only,8,5,90053,0.75,0.0,
main,RL Only,8,5,90054,0.625,0.0,
main,RL Only,8,5,90055,0.5,0.0,
main,RL Only,8,5,90056,0.5,0.0,
main,RL Only,8,5,90057,0.875,0.0,
main,RL Only,8,5,90058,0.375,0.0,
main,RL Only,8,5,90059,0.125,0.0,
main,RL Only,8,5,90060,0.75,0.0,
main,RL Only,8,5,90061,0.625,0.0,
main,RL Only,8,5,90062,0.25,0.0,
main,RL Only,8,5,90063,0.375,0.0,
main,RL Only,8,5,90064,0.375,0.0,
main,RL Only,8,5,90065,0.625,0.0,
main,RL Only,8,5,90066,0.625,0.0,
main,RL Only,8,5,90067,0.25,0.0,
main,RL Only,8,5,90068,0.75,0.0,
main,RL Only,8,5,90069,0.625,0.0,
main,RL Only,8,5,90070,0.625,0.0,
main,RL Only,8,5,90071,0.5,0.0,
main,RL Only,8,5,90072,0.5,0.0,
main,RL Only,8,5,90073,0.25,0.0,
main,RL Only,8,5,90074,0.5,0.0,
main,RL Only,8,5,90075,0.5,0.0,
main,RL Only,8,5,90076,0.625,0.0,
main,RL Only,8,5,90077,0.75,0.0,
main,RL Only,8,5,90078,0.875,0.0,
main,RL Only,8,5,90079,0.375,0.0,
main,RL Only,8,5,90080,0.375,0.0,
main,RL Only,8,5,90081,0.625,0.0,
main,RL Only,8,5,90082,0.5,0.0,
main,RL Only,8,5,90083,0.625,0.0,
main,RL Only,8,5,90084,0.5,0.0,
main,RL Only,8,5,90085,0.75,0.0,
main,RL Only,8,5,90086,0.875,0.0,
main,RL Only,8,5,90087,0.25,0.0,
main,RL Only,8,5,90088,1.0,1.0,35
main,RL Only,8,5,90089,0.625,0.0,
main,RL Only,8,5,90090,0.5,0.0,
main,RL Only,8,5,90091,0.625,0.0,
main,RL Only,8,5,90092,0.625,0.0,
main,RL Only,8,5,90093,0.5,0.0,
main,RL Only,8,5,90094,0.75,0.0,
main,RL Only,8,5,90095,0.875,0.0,
main,RL Only,8,5,90096,0.75,0.0,
main,RL Only,8,5,90097,0.875,0.0,
main,RL Only,8,5,90098,0.25,0.0,
main,RL Only,8,5,90099,0.5,0.0,
main,RL Only,16,5,90000,0.5,0.0,
main,RL Only,16,5,90001,0.4375,0.0,
main,RL Only,16,5,90002,0.6875,0.0,
main,RL Only,16,5,90003,0.625,0.0,
main,RL Only,16,5,90004,0.4375,0.0,
main,RL Only,16,5,90005,0.4375,0.0,
main,RL Only,16,5,90006,0.5,0.0,
main,RL Only,16,5,90007,0.75,0.0,
main,RL Only,16,5,90008,0.375,0.0,
main,RL Only,16,5,90009,0.625,0.0,
main,RL Only,16,5,90010,0.4375,0.0,
main,RL Only,16,5,90011,0.625,0.0,
main,RL Only,16,5,90012,0.5625,0.0,
main,RL Only,16,5,90013,0.6875,0.0,
main,RL Only,16,5,90014,0.625,0.0,
main,RL Only,16,5,90015,0.5625,0.0,
main,RL Only,16,5,90016,0.75,0.0,
main,RL Only,16,5,90017,0.6875,0.0,
main,RL Only,16,5,90018,0.6875,0.0,
main,RL Only,16,5,90019,0.625,0.0,
main,RL Only,16,5,90020,0.75,0.0,
main,RL Only,16,5,90021,0.3125,0.0,
main,RL Only,16,5,90022,0.8125,0.0,
main,RL Only,16,5,90023,0.5625,0.0,
main,RL Only,16,5,90024,0.75,0.0,
main,RL Only,16,5,90025,0.5625,0.0,
main,RL Only,16,5,90026,0.6875,0.0,
main,RL Only,16,5,90027,0.4375,0.0,
main,RL Only,16,5,90028,0.6875,0.0,
main,RL Only,16,5,90029,0.5,0.0,
main,RL Only,16,5,90030,0.4375,0.0,
main,RL Only,16,5,90031,0.6875,0.0,
main,RL Only,16,5,90032,0.6875,0.0,
main,RL Only,16,5,90033,0.5625,0.0,
main,RL Only,16,5,90034,0.3125,0.0,
main,RL Only,16,5,90035,0.5,0.0,
main,RL Only,16,5,90036,0.6875,0.0,
main,RL Only,16,5,90037,0.375,0.0,
main,RL Only,16,5,90038,0.5625,0.0,
main,RL Only,16,5,90039,0.625,0.0,
main,RL Only,16,5,90040,0.4375,0.0,
main,RL Only,16,5,90041,0.6875,0.0,
main,RL Only,16,5,90042,0.1875,0.0,
main,RL Only,16,5,90043,0.75,0.0,
main,RL Only,16,5,90044,0.4375,0.0,
main,RL Only,16,5,90045,0.5,0.0,
main,RL Only,16,5,90046,0.8125,0.0,
main,RL Only,16,5,90047,0.75,0.0,
main,RL Only,16,5,90048,0.375,0.0,
main,RL Only,16,5,90049,0.625,0.0,
main,RL Only,16,5,90050,0.5,0.0,
main,RL Only,16,5,90051,0.375,0.0,
main,RL Only,16,5,90052,0.5,0.0,
main,RL Only,16,5,90053,0.625,0.0,
main,RL Only,16,5,90054,0.5625,0.0,
main,RL Only,16,5,90055,0.625,0.0,
main,RL Only,16,5,90056,0.625,0.0,
main,RL Only,16,5,90057,0.4375,0.0,
main,RL Only,16,5,90058,0.75,0.0,
main,RL Only,16,5,90059,0.3125,0.0,
main,RL Only,16,5,90060,0.75,0.0,
main,RL Only,16,5,90061,0.5625,0.0,
main,RL Only,16,5,90062,0.375,0.0,
main,RL Only,16,5,90063,0.3125,0.0,
main,RL Only,16,5,90064,0.3125,0.0,
main,RL Only,16,5,90065,0.5,0.0,
main,RL Only,16,5,90066,0.5,0.0,
main,RL Only,16,5,90067,0.5625,0.0,
main,RL Only,16,5,90068,0.75,0.0,
main,RL Only,16,5,90069,0.75,0.0,
main,RL Only,16,5,90070,0.75,0.0,
main,RL Only,16,5,90071,0.3125,0.0,
main,RL Only,16,5,90072,0.25,0.0,
main,RL Only,16,5,90073,0.5,0.0,
main,RL Only,16,5,90074,0.375,0.0,
main,RL Only,16,5,90075,0.5,0.0,
main,RL Only,16,5,90076,0.375,0.0,
main,RL Only,16,5,90077,0.8125,0.0,
main,RL Only,16,5,90078,0.625,0.0,
main,RL Only,16,5,90079,0.375,0.0,
main,RL Only,16,5,90080,0.375,0.0,
main,RL Only,16,5,90081,0.5625,0.0,
main,RL Only,16,5,90082,0.625,0.0,
main,RL Only,16,5,90083,0.6875,0.0,
main,RL Only,16,5,90084,0.75,0.0,
main,RL Only,16,5,90085,0.6875,0.0,
main,RL Only,16,5,90086,0.3125,0.0,
main,RL Only,16,5,90087,0.3125,0.0,
main,RL Only,16,5,90088,0.9375,0.0,
main,RL Only,16,5,90089,0.75,0.0,
main,RL Only,16,5,90090,0.8125,0.0,
main,RL Only,16,5,90091,0.5625,0.0,
main,RL Only,16,5,90092,0.625,0.0,
main,RL Only,16,5,90093,0.5625,0.0,
main,RL Only,16,5,90094,0.375,0.0,
main,RL Only,16,5,90095,0.6875,0.0,
main,RL Only,16,5,90096,0.8125,0.0,
main,RL Only,16,5,90097,0.4375,0.0,
main,RL Only,16,5,90098,0.3125,0.0,
main,RL Only,16,5,90099,0.5625,0.0,
main,RL Only,24,5,90000,0.6666666666666666,0.0,
main,RL Only,24,5,90001,0.4583333333333333,0.0,
main,RL Only,24,5,90002,0.8333333333333334,0.0,
main,RL Only,24,5,90003,0.5,0.0,
main,RL Only,24,5,90004,0.625,0.0,
main,RL Only,24,5,90005,0.375,0.0,
main,RL Only,24,5,90006,0.5833333333333334,0.0,
main,RL Only,24,5,90007,0.7916666666666666,0.0,
main,RL Only,24,5,90008,0.4583333333333333,0.0,
main,RL Only,24,5,90009,0.6666666666666666,0.0,
main,RL Only,24,5,90010,0.5833333333333334,0.0,
main,RL Only,24,5,90011,0.625,0.0,
main,RL Only,24,5,90012,0.7083333333333334,0.0,
main,RL Only,24,5,90013,0.5416666666666666,0.0,
main,RL Only,24,5,90014,0.4583333333333333,0.0,
main,RL Only,24,5,90015,0.6666666666666666,0.0,
main,RL Only,24,5,90016,0.8333333333333334,0.0,
main,RL Only,24,5,90017,0.625,0.0,
main,RL Only,24,5,90018,0.4166666666666667,0.0,
main,RL Only,24,5,90019,0.5416666666666666,0.0,
main,RL Only,24,5,90020,0.75,0.0,
main,RL Only,24,5,90021,0.625,0.0,
main,RL Only,24,5,90022,0.7916666666666666,0.0,
main,RL Only,24,5,90023,0.625,0.0,
main,RL Only,24,5,90024,0.4166666666666667,0.0,
main,RL Only,24,5,90025,0.7083333333333334,0.0,
main,RL Only,24,5,90026,0.5,0.0,
main,RL Only,24,5,90027,0.8333333333333334,0.0,
main,RL Only,24,5,90028,0.5833333333333334,0.0,
main,RL Only,24,5,90029,0.625,0.0,
main,RL Only,24,5,90030,0.5416666666666666,0.0,
main,RL Only,24,5,90031,0.5833333333333334,0.0,
main,RL Only,24,5,90032,0.6666666666666666,0.0,
main,RL Only,24,5,90033,0.5,0.0,
main,RL Only,24,5,90034,0.5416666666666666,0.0,
main,RL Only,24,5,90035,0.4166666666666667,0.0,
main,RL Only,24,5,90036,0.5,0.0,
main,RL Only,24,5,90037,0.2916666666666667,0.0,
main,RL Only,24,5,90038,0.6666666666666666,0.0,
main,RL Only,24,5,90039,0.625,0.0,
main,RL Only,24,5,90040,0.4583333333333333,0.0,
main,RL Only,24,5,90041,0.6666666666666666,0.0,
main,RL Only,24,5,90042,0.4583333333333333,0.0,
main,RL Only,24,5,90043,0.625,0.0,
main,RL Only,24,5,90044,0.2916666666666667,0.0,
main,RL Only,24,5,90045,0.625,0.0,
main,RL Only,24,5,90046,0.8333333333333334,0.0,
main,RL Only,24,5,90047,0.75,0.0,
main,RL Only,24,5,90048,0.4166666666666667,0.0,
main,RL Only,24,5,90049,0.4166666666666667,0.0,
main,RL Only,24,5,90050,0.75,0.0,
main,RL Only,24,5,90051,0.5416666666666666,0.0,
main,RL Only,24,5,90052,0.4583333333333333,0.0,
main,RL Only,24,5,90053,0.6666666666666666,0.0,
main,RL Only,24,5,90054,0.5416666666666666,0.0,
main,RL Only,24,5,90055,0.6666666666666666,0.0,
main,RL Only,24,5,90056,0.75,0.0,
main,RL Only,24,5,90057,0.5,0.0,
main,RL Only,24,5,90058,0.4166666666666667,0.0,
main,RL Only,24,5,90059,0.4166666666666667,0.0,
main,RL Only,24,5,90060,0.875,0.0,
main,RL Only,24,5,90061,0.625,0.0,
main,RL Only,24,5,90062,0.5,0.0,
main,RL Only,24,5,90063,0.25,0.0,
main,RL Only,24,5,90064,0.5833333333333334,0.0,
main,RL Only,24,5,90065,0.375,0.0,
main,RL Only,24,5,90066,0.7083333333333334,0.0,
main,RL Only,24,5,90067,0.625,0.0,
main,RL Only,24,5,90068,0.8333333333333334,0.0,
main,RL Only,24,5,90069,0.75,0.0,
main,RL Only,24,5,90070,0.7083333333333334,0.0,
main,RL Only,24,5,90071,0.5833333333333334,0.0,
main,RL Only,24,5,90072,0.25,0.0,
main,RL Only,24,5,90073,0.25,0.0,
main,RL Only,24,5,90074,0.4583333333333333,0.0,
main,RL Only,24,5,90075,0.4583333333333333,0.0,
main,RL Only,24,5,90076,0.5,0.0,
main,RL Only,24,5,90077,0.5416666666666666,0.0,
main,RL Only,24,5,90078,0.375,0.0,
main,RL Only,24,5,90079,0.25,0.0,
main,RL Only,24,5,90080,0.625,0.0,
main,RL Only,24,5,90081,0.5416666666666666,0.0,
main,RL Only,24,5,90082,0.2916666666666667,0.0,
main,RL Only,24,5,90083,0.7916666666666666,0.0,
main,RL Only,24,5,90084,0.7083333333333334,0.0,
main,RL Only,24,5,90085,0.75,0.0,
main,RL Only,24,5,90086,0.6666666666666666,0.0,
main,RL Only,24,5,90087,0.25,0.0,
main,RL Only,24,5,90088,0.6666666666666666,0.0,
main,RL Only,24,5,90089,0.7083333333333334,0.0,
main,RL Only,24,5,90090,0.625,0.0,
main,RL Only,24,5,90091,0.625,0.0,
main,RL Only,24,5,90092,0.4166666666666667,0.0,
main,RL Only,24,5,90093,0.4166666666666667,0.0,
main,RL Only,24,5,90094,0.625,0.0,
main,RL Only,24,5,90095,0.4583333333333333,0.0,
main,RL Only,24,5,90096,0.6666666666666666,0.0,
main,RL Only,24,5,90097,0.5416666666666666,0.0,
main,RL Only,24,5,90098,0.2916666666666667,0.0,
main,RL Only,24,5,90099,0.5416666666666666,0.0,
main,RL Only,32,5,90000,0.59375,0.0,
main,RL Only,32,5,90001,0.46875,0.0,
main,RL Only,32,5,90002,0.65625,0.0,
main,RL Only,32,5,90003,0.59375,0.0,
main,RL Only,32,5,90004,0.59375,0.0,
main,RL Only,32,5,90005,0.53125,0.0,
main,RL Only,32,5,90006,0.46875,0.0,
main,RL Only,32,5,90007,0.625,0.0,
main,RL Only,32,5,90008,0.4375,0.0,
main,RL Only,32,5,90009,0.71875,0.0,
main,RL Only,32,5,90010,0.375,0.0,
main,RL Only,32,5,90011,0.59375,0.0,
main,RL Only,32,5,90012,0.46875,0.0,
main,RL Only,32,5,90013,0.53125,0.0,
main,RL Only,32,5,90014,0.4375,0.0,
main,RL Only,32,5,90015,0.625,0.0,
main,RL Only,32,5,90016,0.71875,0.0,
main,RL Only,32,5,90017,0.6875,0.0,
main,RL Only,32,5,90018,0.5,0.0,
main,RL Only,32,5,90019,0.53125,0.0,
main,RL Only,32,5,90020,0.5625,0.0,
main,RL Only,32,5,90021,0.46875,0.0,
main,RL Only,32,5,90022,0.6875,0.0,
main,RL Only,32,5,90023,0.6875,0.0,
main,RL Only,32,5,90024,0.875,0.0,
main,RL Only,32,5,90025,0.625,0.0,
main,RL Only,32,5,90026,0.5,0.0,
main,RL Only,32,5,90027,0.71875,0.0,
main,RL Only,32,5,90028,0.65625,0.0,
main,RL Only,32,5,90029,0.625,0.0,
main,RL Only,32,5,90030,0.375,0.0,
main,RL Only,32,5,90031,0.53125,0.0,
main,RL Only,32,5,90032,0.5625,0.0,
main,RL Only,32,5,90033,0.53125,0.0,
main,RL Only,32,5,90034,0.3125,0.0,
main,RL Only,32,5,90035,0.40625,0.0,
main,RL Only,32,5,90036,0.65625,0.0,
main,RL Only,32,5,90037,0.375,0.0,
main,RL Only,32,5,90038,0.5,0.0,
main,RL Only,32,5,90039,0.78125,0.0,
main,RL Only,32,5,90040,0.5625,0.0,
main,RL Only,32,5,90041,0.53125,0.0,
main,RL Only,32,5,90042,0.53125,0.0,
main,RL Only,32,5,90043,0.65625,0.0,
main,RL Only,32,5,90044,0.5625,0.0,
main,RL Only,32,5,90045,0.65625,0.0,
main,RL Only,32,5,90046,0.625,0.0,
main,RL Only,32,5,90047,0.6875,0.0,
main,RL Only,32,5,90048,0.59375,0.0,
main,RL Only,32,5,90049,0.3125,0.0,
main,RL Only,32,5,90050,0.5,0.0,
main,RL Only,32,5,90051,0.6875,0.0,
main,RL Only,32,5,90052,0.4375,0.0,
main,RL Only,32,5,90053,0.4375,0.0,
main,RL Only,32,5,90054,0.40625,0.0,
main,RL Only,32,5,90055,0.625,0.0,
main,RL Only,32,5,90056,0.6875,0.0,
main,RL Only,32,5,90057,0.40625,0.0,
main,RL Only,32,5,90058,0.71875,0.0,
main,RL Only,32,5,90059,0.4375,0.0,
main,RL Only,32,5,90060,0.6875,0.0,
main,RL Only,32,5,90061,0.5625,0.0,
main,RL Only,32,5,90062,0.40625,0.0,
main,RL Only,32,5,90063,0.25,0.0,
main,RL Only,32,5,90064,0.625,0.0,
main,RL Only,32,5,90065,0.46875,0.0,
main,RL Only,32,5,90066,0.625,0.0,
main,RL Only,32,5,90067,0.5,0.0,
main,RL Only,32,5,90068,0.71875,0.0,
main,RL Only,32,5,90069,0.65625,0.0,
main,RL Only,32,5,90070,0.53125,0.0,
main,RL Only,32,5,90071,0.53125,0.0,
main,RL Only,32,5,90072,0.15625,0.0,
main,RL Only,32,5,90073,0.34375,0.0,
main,RL Only,32,5,90074,0.53125,0.0,
main,RL Only,32,5,90075,0.4375,0.0,
main,RL Only,32,5,90076,0.46875,0.0,
main,RL Only,32,5,90077,0.5625,0.0,
main,RL Only,32,5,90078,0.5,0.0,
main,RL Only,32,5,90079,0.59375,0.0,
main,RL Only,32,5,90080,0.46875,0.0,
main,RL Only,32,5,90081,0.46875,0.0,
main,RL Only,32,5,90082,0.40625,0.0,
main,RL Only,32,5,90083,0.84375,0.0,
main,RL Only,32,5,90084,0.5,0.0,
main,RL Only,32,5,90085,0.6875,0.0,
main,RL Only,32,5,90086,0.46875,0.0,
main,RL Only,32,5,90087,0.25,0.0,
main,RL Only,32,5,90088,0.65625,0.0,
main,RL Only,32,5,90089,0.71875,0.0,
main,RL Only,32,5,90090,0.5625,0.0,
main,RL Only,32,5,90091,0.65625,0.0,
main,RL Only,32,5,90092,0.5625,0.0,
main,RL Only,32,5,90093,0.4375,0.0,
main,RL Only,32,5,90094,0.625,0.0,
main,RL Only,32,5,90095,0.53125,0.0,
main,RL Only,32,5,90096,0.625,0.0,
main,RL Only,32,5,90097,0.625,0.0,
main,RL Only,32,5,90098,0.40625,0.0,
main,RL Only,32,5,90099,0.46875,0.0,
main,RL Only (sampled),4,5,90000,1.0,1.0,54
main,RL Only (sampled),4,5,90001,1.0,1.0,39
main,RL Only (sampled),4,5,90002,1.0,1.0,217
main,RL Only (sampled),4,5,90003,1.0,1.0,70
main,RL Only (sampled),4,5,90004,1.0,1.0,184
main,RL Only (sampled),4,5,90005,1.0,1.0,129
main,RL Only (sampled),4,5,90006,0.75,0.0,
main,RL Only (sampled),4,5,90007,1.0,1.0,24
main,RL Only (sampled),4,5,90008,1.0,1.0,36
main,RL Only (sampled),4,5,90009,1.0,1.0,51
main,RL Only (sampled),4,5,90010,0.5,0.0,
main,RL Only (sampled),4,5,90011,1.0,1.0,58
main,RL Only (sampled),4,5,90012,1.0,1.0,125
main,RL Only (sampled),4,5,90013,1.0,1.0,60
main,RL Only (sampled),4,5,90014,1.0,1.0,128
main,RL Only (sampled),4,5,90015,1.0,1.0,34
main,RL Only (sampled),4,5,90016,0.75,0.0,
main,RL Only (sampled),4,5,90017,1.0,1.0,137
main,RL Only (sampled),4,5,90018,1.0,1.0,30
main,RL Only (sampled),4,5,90019,1.0,1.0,45
main,RL Only (sampled),4,5,90020,1.0,1.0,51
main,RL Only (sampled),4,5,90021,1.0,1.0,43
main,RL Only (sampled),4,5,90022,1.0,1.0,55
main,RL Only (sampled),4,5,90023,1.0,1.0,39
main,RL Only (sampled),4,5,90024,1.0,1.0,74
main,RL Only (sampled),4,5,90025,1.0,1.0,64
main,RL Only (sampled),4,5,90026,0.75,0.0,
main,RL Only (sampled),4,5,90027,1.0,1.0,37
main,RL Only (sampled),4,5,90028,1.0,1.0,59
main,RL Only (sampled),4,5,90029,1.0,1.0,208
main,RL Only (sampled),4,5,90030,0.5,0.0,
main,RL Only (sampled),4,5,90031,1.0,1.0,178
main,RL Only (sampled),4,5,90032,1.0,1.0,59
main,RL Only (sampled),4,5,90033,1.0,1.0,76
main,RL Only (sampled),4,5,90034,1.0,1.0,68
main,RL Only (sampled),4,5,90035,1.0,1.0,66
main,RL Only (sampled),4,5,90036,0.75,0.0,
main,RL Only (sampled),4,5,90037,0.75,0.0,
main,RL Only (sampled),4,5,90038,1.0,1.0,110
main,RL Only (sampled),4,5,90039,1.0,1.0,42
main,RL Only (sampled),4,5,90040,1.0,1.0,51
main,RL Only (sampled),4,5,90041,1.0,1.0,71
main,RL Only (sampled),4,5,90042,1.0,1.0,163
main,RL Only (sampled),4,5,90043,1.0,1.0,56
main,RL Only (sampled),4,5,90044,1.0,1.0,81
main,RL Only (sampled),4,5,90045,1.0,1.0,177
main,RL Only (sampled),4,5,90046,1.0,1.0,54
main,RL Only (sampled),4,5,90047,1.0,1.0,57
main,RL Only (sampled),4,5,90048,1.0,1.0,116
main,RL Only (sampled),4,5,90049,1.0,1.0,43
main,RL Only (sampled),4,5,90050,1.0,1.0,51
main,RL Only (sampled),4,5,90051,1.0,1.0,79
main,RL Only (sampled),4,5,90052,1.0,1.0,93
main,RL Only (sampled),4,5,90053,1.0,1.0,54
main,RL Only (sampled),4,5,90054,1.0,1.0,143
main,RL Only (sampled),4,5,90055,1.0,1.0,42
main,RL Only (sampled),4,5,90056,1.0,1.0,76
main,RL Only (sampled),4,5,90057,1.0,1.0,59
main,RL Only (sampled),4,5,90058,1.0,1.0,69
main,RL Only (sampled),4,5,90059,1.0,1.0,73
main,RL Only (sampled),4,5,90060,1.0,1.0,46
main,RL Only (sampled),4,5,90061,1.0,1.0,35
main,RL Only (sampled),4,5,90062,1.0,1.0,73
main,RL Only (sampled),4,5,90063,1.0,1.0,46
main,RL Only (sampled),4,5,90064,1.0,1.0,71
main,RL Only (sampled),4,5,90065,1.0,1.0,120
main,RL Only (sampled),4,5,90066,1.0,1.0,152
main,RL Only (sampled),4,5,90067,1.0,1.0,103
main,RL Only (sampled),4,5,90068,1.0,1.0,107
main,RL Only (sampled),4,5,90069,1.0,1.0,36
main,RL Only (sampled),4,5,90070,1.0,1.0,48
main,RL Only (sampled),4,5,90071,1.0,1.0,81
main,RL Only (sampled),4,5,90072,1.0,1.0,68
main,RL Only (sampled),4,5,90073,0.75,0.0,
main,RL Only (sampled),4,5,90074,0.75,0.0,
main,RL Only (sampled),4,5,90075,1.0,1.0,44
main,RL Only (sampled),4,5,90076,1.0,1.0,44
main,RL Only (sampled),4,5,90077,1.0,1.0,61
main,RL Only (sampled),4,5,90078,1.0,1.0,70
main,RL Only (sampled),4,5,90079,1.0,1.0,52
main,RL Only (sampled),4,5,90080,1.0,1.0,48
main,RL Only (sampled),4,5,90081,1.0,1.0,92
main,RL Only (sampled),4,5,90082,1.0,1.0,122
main,RL Only (sampled),4,5,90083,1.0,1.0,89
main,RL Only (sampled),4,5,90084,1.0,1.0,73
main,RL Only (sampled),4,5,90085,1.0,1.0,26
main,RL Only (sampled),4,5,90086,1.0,1.0,51
main,RL Only (sampled),4,5,90087,1.0,1.0,74
main,RL Only (sampled),4,5,90088,1.0,1.0,50
main,RL Only (sampled),4,5,90089,0.75,0.0,
main,RL Only (sampled),4,5,90090,1.0,1.0,111
main,RL Only (sampled),4,5,90091,0.75,0.0,
main,RL Only (sampled),4,5,90092,1.0,1.0,35
main,RL Only (sampled),4,5,90093,0.75,0.0,
main,RL Only (sampled),4,5,90094,1.0,1.0,126
main,RL Only (sampled),4,5,90095,1.0,1.0,85
main,RL Only (sampled),4,5,90096,1.0,1.0,32
main,RL Only (sampled),4,5,90097,1.0,1.0,62
main,RL Only (sampled),4,5,90098,0.75,0.0,
main,RL Only (sampled),4,5,90099,1.0,1.0,234
main,RL Only (sampled),8,5,90000,1.0,1.0,85
main,RL Only (sampled),8,5,90001,1.0,1.0,164
main,RL Only (sampled),8,5,90002,1.0,1.0,51
main,RL Only (sampled),8,5,90003,1.0,1.0,66
main,RL Only (sampled),8,5,90004,1.0,1.0,138
main,RL Only (sampled),8,5,90005,1.0,1.0,100
main,RL Only (sampled),8,5,90006,1.0,1.0,163
main,RL Only (sampled),8,5,90007,1.0,1.0,49
main,RL Only (sampled),8,5,90008,1.0,1.0,72
main,RL Only (sampled),8,5,90009,1.0,1.0,115
main,RL Only (sampled),8,5,90010,0.75,0.0,
main,RL Only (sampled),8,5,90011,1.0,1.0,103
main,RL Only (sampled),8,5,90012,1.0,1.0,125
main,RL Only (sampled),8,5,90013,1.0,1.0,245
main,RL Only (sampled),8,5,90014,1.0,1.0,102
main,RL Only (sampled),8,5,90015,1.0,1.0,46
main,RL Only (sampled),8,5,90016,1.0,1.0,204
main,RL Only (sampled),8,5,90017,1.0,1.0,65
main,RL Only (sampled),8,5,90018,1.0,1.0,84
main,RL Only (sampled),8,5,90019,0.875,0.0,
main,RL Only (sampled),8,5,90020,1.0,1.0,173
main,RL Only (sampled),8,5,90021,1.0,1.0,243
main,RL Only (sampled),8,5,90022,1.0,1.0,57
main,RL Only (sampled),8,5,90023,1.0,1.0,98
main,RL Only (sampled),8,5,90024,1.0,1.0,112
main,RL Only (sampled),8,5,90025,0.875,0.0,
main,RL Only (sampled),8,5,90026,0.875,0.0,
main,RL Only (sampled),8,5,90027,1.0,1.0,64
main,RL Only (sampled),8,5,90028,1.0,1.0,70
main,RL Only (sampled),8,5,90029,0.875,0.0,
main,RL Only (sampled),8,5,90030,0.625,0.0,
main,RL Only (sampled),8,5,90031,1.0,1.0,174
main,RL Only (sampled),8,5,90032,1.0,1.0,72
main,RL Only (sampled),8,5,90033,1.0,1.0,70
main,RL Only (sampled),8,5,90034,0.875,0.0,
main,RL Only (sampled),8,5,90035,0.875,0.0,
main,RL Only (sampled),8,5,90036,1.0,1.0,75
main,RL Only (sampled),8,5,90037,0.625,0.0,
main,RL Only (sampled),8,5,90038,1.0,1.0,92
main,RL Only (sampled),8,5,90039,1.0,1.0,80
main,RL Only (sampled),8,5,90040,1.0,1.0,68
main,RL Only (sampled),8,5,90041,1.0,1.0,195
main,RL Only (sampled),8,5,90042,1.0,1.0,197
main,RL Only (sampled),8,5,90043,1.0,1.0,81
main,RL Only (sampled),8,5,90044,1.0,1.0,113
main,RL Only (sampled),8,5,90045,1.0,1.0,174
main,RL Only (sampled),8,5,90046,1.0,1.0,62
main,RL Only (sampled),8,5,90047,0.875,0.0,
main,RL Only (sampled),8,5,90048,1.0,1.0,89
main,RL Only (sampled),8,5,90049,1.0,1.0,57
main,RL Only (sampled),8,5,90050,1.0,1.0,69
main,RL Only (sampled),8,5,90051,1.0,1.0,102
main,RL Only (sampled),8,5,90052,1.0,1.0,195
main,RL Only (sampled),8,5,90053,1.0,1.0,66
main,RL Only (sampled),8,5,90054,1.0,1.0,189
main,RL Only (sampled),8,5,90055,1.0,1.0,154
main,RL Only (sampled),8,5,90056,1.0,1.0,91
main,RL Only (sampled),8,5,90057,1.0,1.0,73
main,RL Only (sampled),8,5,90058,1.0,1.0,74
main,RL Only (sampled),8,5,90059,1.0,1.0,186
main,RL Only (sampled),8,5,90060,1.0,1.0,48
main,RL Only (sampled),8,5,90061,1.0,1.0,69
main,RL Only (sampled),8,5,90062,1.0,1.0,114
main,RL Only (sampled),8,5,90063,0.625,0.0,
main,RL Only (sampled),8,5,90064,0.875,0.0,
