block,method,num_agents,obs_radius,seed,isr,csr,makespan
main,A* + Escape,4,5,90065,1.0,1.0,48
main,A* + Escape,4,5,90066,1.0,1.0,64
main,A* + Escape,4,5,90067,1.0,1.0,57
main,A* + Escape,4,5,90068,1.0,1.0,50
main,A* + Escape,4,5,90069,1.0,1.0,38
main,A* + Escape,4,5,90070,1.0,1.0,41
main,A* + Escape,4,5,90071,1.0,1.0,65
main,A* + Escape,4,5,90072,1.0,1.0,61
main,A* + Escape,4,5,90073,1.0,1.0,85
main,A* + Escape,4,5,90074,1.0,1.0,107
main,A* + Escape,4,5,90075,1.0,1.0,40
main,A* + Escape,4,5,90076,1.0,1.0,41
main,A* + Escape,4,5,90077,1.0,1.0,46
main,A* + Escape,4,5,90078,1.0,1.0,54
main,A* + Escape,4,5,90079,1.0,1.0,33
main,A* + Escape,4,5,90080,1.0,1.0,42
main,A* + Escape,4,5,90081,1.0,1.0,73
main,A* + Escape,4,5,90082,1.0,1.0,79
main,A* + Escape,4,5,90083,1.0,1.0,70
main,A* + Escape,4,5,90084,1.0,1.0,47
main,A* + Escape,4,5,90085,1.0,1.0,17
main,A* + Escape,4,5,90086,1.0,1.0,36
main,A* + Escape,4,5,90087,1.0,1.0,77
main,A* + Escape,4,5,90088,1.0,1.0,28
main,A* + Escape,4,5,90089,1.0,1.0,61
main,A* + Escape,4,5,90090,1.0,1.0,63
main,A* + Escape,4,5,90091,1.0,1.0,86
main,A* + Escape,4,5,90092,1.0,1.0,27
main,A* + Escape,4,5,90093,1.0,1.0,40
main,A* + Escape,4,5,90094,1.0,1.0,90
main,A* + Escape,4,5,90095,1.0,1.0,31
main,A* + Escape,4,5,90096,1.0,1.0,56
main,A* + Escape,4,5,90097,1.0,1.0,32
main,A* + Escape,4,5,90098,1.0,1.0,101
main,A* + Escape,4,5,90099,1.0,1.0,50
main,A* + Escape,8,5,90000,1.0,1.0,62
main,A* + Escape,8,5,90001,1.0,1.0,42
main,A* + Escape,8,5,90002,1.0,1.0,58
main,A* + Escape,8,5,90003,1.0,1.0,55
main,A* + Escape,8,5,90004,1.0,1.0,97
main,A* + Escape,8,5,90005,1.0,1.0,62
main,A* + Escape,8,5,90006,1.0,1.0,67
main,A* + Escape,8,5,90007,1.0,1.0,40
main,A* + Escape,8,5,90008,1.0,1.0,72
main,A* + Escape,8,5,90009,0.75,0.0,
main,A* + Escape,8,5,90010,1.0,1.0,127
main,A* + Escape,8,5,90011,1.0,1.0,53
main,A* + Escape,8,5,90012,1.0,1.0,103
main,A* + Escape,8,5,90013,1.0,1.0,104
main,A* + Escape,8,5,90014,1.0,1.0,95
main,A* + Escape,8,5,90015,1.0,1.0,41
main,A* + Escape,8,5,90016,1.0,1.0,72
main,A* + Escape,8,5,90017,1.0,1.0,67
main,A* + Escape,8,5,90018,1.0,1.0,57
main,A* + Escape,8,5,90019,1.0,1.0,93
main,A* + Escape,8,5,90020,1.0,1.0,55
main,A* + Escape,8,5,90021,1.0,1.0,90
main,A* + Escape,8,5,90022,1.0,1.0,45
main,A* + Escape,8,5,90023,1.0,1.0,49
main,A* + Escape,8,5,90024,1.0,1.0,69
main,A* + Escape,8,5,90025,1.0,1.0,58
main,A* + Escape,8,5,90026,1.0,1.0,131
main,A* + Escape,8,5,90027,1.0,1.0,50
main,A* + Escape,8,5,90028,1.0,1.0,42
main,A* + Escape,8,5,90029,1.0,1.0,102
main,A* + Escape,8,5,90030,0.75,0.0,
main,A* + Escape,8,5,90031,1.0,1.0,69
main,A* + Escape,8,5,90032,1.0,1.0,51
main,A* + Escape,8,5,90033,1.0,1.0,46
main,A* + Escape,8,5,90034,1.0,1.0,100
main,A* + Escape,8,5,90035,1.0,1.0,100
main,A* + Escape,8,5,90036,1.0,1.0,81
main,A* + Escape,8,5,90037,1.0,1.0,228
main,A* + Escape,8,5,90038,1.0,1.0,51
main,A* + Escape,8,5,90039,0.75,0.0,
main,A* + Escape,8,5,90040,1.0,1.0,56
main,A* + Escape,8,5,90041,1.0,1.0,91
main,A* + Escape,8,5,90042,1.0,1.0,59
main,A* + Escape,8,5,90043,1.0,1.0,48
main,A* + Escape,8,5,90044,1.0,1.0,76
main,A* + Escape,8,5,90045,1.0,1.0,63
main,A* + Escape,8,5,90046,1.0,1.0,49
main,A* + Escape,8,5,90047,1.0,1.0,113
main,A* + Escape,8,5,90048,1.0,1.0,68
main,A* + Escape,8,5,90049,1.0,1.0,60
main,A* + Escape,8,5,90050,1.0,1.0,53
main,A* + Escape,8,5,90051,1.0,1.0,59
main,A* + Escape,8,5,90052,1.0,1.0,79
main,A* + Escape,8,5,90053,1.0,1.0,54
main,A* + Escape,8,5,90054,1.0,1.0,71
main,A* + Escape,8,5,90055,1.0,1.0,52
main,A* + Escape,8,5,90056,1.0,1.0,80
main,A* + Escape,8,5,90057,1.0,1.0,67
main,A* + Escape,8,5,90058,1.0,1.0,91
main,A* + Escape,8,5,90059,1.0,1.0,85
main,A* + Escape,8,5,90060,1.0,1.0,37
main,A* + Escape,8,5,90061,1.0,1.0,64
main,A* + Escape,8,5,90062,0.75,0.0,
main,A* + Escape,8,5,90063,1.0,1.0,167
main,A* + Escape,8,5,90064,1.0,1.0,107
main,A* + Escape,8,5,90065,1.0,1.0,57
main,A* + Escape,8,5,90066,1.0,1.0,64
main,A* + Escape,8,5,90067,1.0,1.0,73
main,A* + Escape,8,5,90068,1.0,1.0,78
main,A* + Escape,8,5,90069,1.0,1.0,98
main,A* + Escape,8,5,90070,1.0,1.0,88
main,A* + Escape,8,5,90071,1.0,1.0,69
main,A* + Escape,8,5,90072,1.0,1.0,63
main,A* + Escape,8,5,90073,1.0,1.0,101
main,A* + Escape,8,5,90074,1.0,1.0,122
main,A* + Escape,8,5,90075,1.0,1.0,60
main,A* + Escape,8,5,90076,1.0,1.0,80
main,A* + Escape,8,5,90077,1.0,1.0,61
main,A* + Escape,8,5,90078,1.0,1.0,54
main,A* + Escape,8,5,90079,1.0,1.0,51
main,A* + Escape,8,5,90080,1.0,1.0,56
main,A* + Escape,8,5,90081,1.0,1.0,89
main,A* + Escape,8,5,90082,1.0,1.0,87
main,A* + Escape,8,5,90083,1.0,1.0,70
main,A* + Escape,8,5,90084,1.0,1.0,52
main,A* + Escape,8,5,90085,1.0,1.0,60
main,A* + Escape,8,5,90086,1.0,1.0,60
main,A* + Escape,8,5,90087,1.0,1.0,114
main,A* + Escape,8,5,90088,1.0,1.0,35
main,A* + Escape,8,5,90089,1.0,1.0,63
main,A* + Escape,8,5,90090,1.0,1.0,63
main,A* + Escape,8,5,90091,1.0,1.0,86
main,A* + Escape,8,5,90092,1.0,1.0,38
main,A* + Escape,8,5,90093,1.0,1.0,117
main,A* + Escape,8,5,90094,1.0,1.0,99
main,A* + Escape,8,5,90095,1.0,1.0,65
main,A* + Escape,8,5,90096,1.0,1.0,90
main,A* + Escape,8,5,90097,1.0,1.0,54
main,A* + Escape,8,5,90098,1.0,1.0,130
main,A* + Escape,8,5,90099,1.0,1.0,113
main,A* + Escape,16,5,90000,1.0,1.0,80
main,A* + Escape,16,5,90001,1.0,1.0,104
main,A* + Escape,16,5,90002,1.0,1.0,60
main,A* + Escape,16,5,90003,1.0,1.0,69
main,A* + Escape,16,5,90004,1.0,1.0,110
main,A* + Escape,16,5,90005,1.0,1.0,97
main,A* + Escape,16,5,90006,1.0,1.0,108
main,A* + Escape,16,5,90007,1.0,1.0,55
main,A* + Escape,16,5,90008,1.0,1.0,92
main,A* + Escape,16,5,90009,1.0,1.0,94
main,A* + Escape,16,5,90010,1.0,1.0,139
main,A* + Escape,16,5,90011,0.875,0.0,
main,A* + Escape,16,5,90012,1.0,1.0,115
main,A* + Escape,16,5,90013,1.0,1.0,82
main,A* + Escape,16,5,90014,0.875,0.0,
main,A* + Escape,16,5,90015,1.0,1.0,106
main,A* + Escape,16,5,90016,1.0,1.0,107
main,A* + Escape,16,5,90017,1.0,1.0,93
main,A* + Escape,16,5,90018,1.0,1.0,82
main,A* + Escape,16,5,90019,1.0,1.0,183
main,A* + Escape,16,5,90020,1.0,1.0,70
main,A* + Escape,16,5,90021,0.875,0.0,
main,A* + Escape,16,5,90022,1.0,1.0,53
main,A* + Escape,16,5,90023,1.0,1.0,59
main,A* + Escape,16,5,90024,1.0,1.0,87
main,A* + Escape,16,5,90025,1.0,1.0,81
main,A* + Escape,16,5,90026,0.875,0.0,
main,A* + Escape,16,5,90027,1.0,1.0,53
main,A* + Escape,16,5,90028,1.0,1.0,85
main,A* + Escape,16,5,90029,1.0,1.0,95
main,A* + Escape,16,5,90030,1.0,1.0,140
main,A* + Escape,16,5,90031,1.0,1.0,65
main,A* + Escape,16,5,90032,1.0,1.0,79
main,A* + Escape,16,5,90033,1.0,1.0,62
main,A* + Escape,16,5,90034,1.0,1.0,181
main,A* + Escape,16,5,90035,1.0,1.0,152
main,A* + Escape,16,5,90036,1.0,1.0,136
main,A* + Escape,16,5,90037,1.0,1.0,246
main,A* + Escape,16,5,90038,0.875,0.0,
main,A* + Escape,16,5,90039,1.0,1.0,102
main,A* + Escape,16,5,90040,1.0,1.0,96
main,A* + Escape,16,5,90041,0.875,0.0,
main,A* + Escape,16,5,90042,1.0,1.0,92
main,A* + Escape,16,5,90043,1.0,1.0,59
main,A* + Escape,16,5,90044,1.0,1.0,78
main,A* + Escape,16,5,90045,1.0,1.0,87
main,A* + Escape,16,5,90046,1.0,1.0,58
main,A* + Escape,16,5,90047,1.0,1.0,146
main,A* + Escape,16,5,90048,1.0,1.0,92
main,A* + Escape,16,5,90049,0.875,0.0,
main,A* + Escape,16,5,90050,0.875,0.0,
main,A* + Escape,16,5,90051,1.0,1.0,88
main,A* + Escape,16,5,90052,1.0,1.0,79
main,A* + Escape,16,5,90053,0.875,0.0,
main,A* + Escape,16,5,90054,1.0,1.0,64
main,A* + Escape,16,5,90055,1.0,1.0,106
main,A* + Escape,16,5,90056,1.0,1.0,81
main,A* + Escape,16,5,90057,1.0,1.0,67
main,A* + Escape,16,5,90058,1.0,1.0,78
main,A* + Escape,16,5,90059,1.0,1.0,103
main,A* + Escape,16,5,90060,1.0,1.0,46
main,A* + Escape,16,5,90061,1.0,1.0,69
main,A* + Escape,16,5,90062,0.875,0.0,
main,A* + Escape,16,5,90063,1.0,1.0,192
main,A* + Escape,16,5,90064,1.0,1.0,114
main,A* + Escape,16,5,90065,1.0,1.0,95
main,A* + Escape,16,5,90066,1.0,1.0,107
main,A* + Escape,16,5,90067,0.8125,0.0,
main,A* + Escape,16,5,90068,1.0,1.0,101
main,A* + Escape,16,5,90069,1.0,1.0,98
main,A* + Escape,16,5,90070,1.0,1.0,88
main,A* + Escape,16,5,90071,0.875,0.0,
main,A* + Escape,16,5,90072,1.0,1.0,69
main,A* + Escape,16,5,90073,1.0,1.0,105
main,A* + Escape,16,5,90074,1.0,1.0,142
main,A* + Escape,16,5,90075,1.0,1.0,91
main,A* + Escape,16,5,90076,1.0,1.0,103
main,A* + Escape,16,5,90077,1.0,1.0,77
main,A* + Escape,16,5,90078,1.0,1.0,62
main,A* + Escape,16,5,90079,1.0,1.0,91
main,A* + Escape,16,5,90080,1.0,1.0,63
main,A* + Escape,16,5,90081,1.0,1.0,174
main,A* + Escape,16,5,90082,1.0,1.0,125
main,A* + Escape,16,5,90083,1.0,1.0,70
main,A* + Escape,16,5,90084,1.0,1.0,79
main,A* + Escape,16,5,90085,1.0,1.0,77
main,A* + Escape,16,5,90086,0.875,0.0,
main,A* + Escape,16,5,90087,1.0,1.0,170
main,A* + Escape,16,5,90088,1.0,1.0,85
main,A* + Escape,16,5,90089,1.0,1.0,112
main,A* + Escape,16,5,90090,1.0,1.0,80
main,A* + Escape,16,5,90091,1.0,1.0,124
main,A* + Escape,16,5,90092,1.0,1.0,39
main,A* + Escape,16,5,90093,0.8125,0.0,
main,A* + Escape,16,5,90094,1.0,1.0,82
main,A* + Escape,16,5,90095,1.0,1.0,70
main,A* + Escape,16,5,90096,0.875,0.0,
main,A* + Escape,16,5,90097,0.875,0.0,
main,A* + Escape,16,5,90098,0.875,0.0,
main,A* + Escape,16,5,90099,1.0,1.0,105
main,A* + Escape,24,5,90000,1.0,1.0,81
main,A* + Escape,24,5,90001,1.0,1.0,111
main,A* + Escape,24,5,90002,1.0,1.0,69
main,A* + Escape,24,5,90003,1.0,1.0,103
main,A* + Escape,24,5,90004,1.0,1.0,169
main,A* + Escape,24,5,90005,1.0,1.0,99
main,A* + Escape,24,5,90006,0.9166666666666666,0.0,
main,A* + Escape,24,5,90007,1.0,1.0,62
main,A* + Escape,24,5,90008,1.0,1.0,103
main,A* + Escape,24,5,90009,1.0,1.0,142
main,A* + Escape,24,5,90010,1.0,1.0,191
main,A* + Escape,24,5,90011,1.0,1.0,113
main,A* + Escape,24,5,90012,0.9166666666666666,0.0,
main,A* + Escape,24,5,90013,1.0,1.0,102
main,A* + Escape,24,5,90014,1.0,1.0,151
main,A* + Escape,24,5,90015,1.0,1.0,97
main,A* + Escape,24,5,90016,0.9166666666666666,0.0,
main,A* + Escape,24,5,90017,1.0,1.0,119
main,A* + Escape,24,5,90018,1.0,1.0,90
main,A* + Escape,24,5,90019,1.0,1.0,118
main,A* + Escape,24,5,90020,0.9166666666666666,0.0,
main,A* + Escape,24,5,90021,0.875,0.0,
main,A* + Escape,24,5,90022,1.0,1.0,100
main,A* + Escape,24,5,90023,1.0,1.0,65
main,A* + Escape,24,5,90024,1.0,1.0,83
main,A* + Escape,24,5,90025,1.0,1.0,120
main,A* + Escape,24,5,90026,1.0,1.0,111
main,A* + Escape,24,5,90027,1.0,1.0,92
main,A* + Escape,24,5,90028,1.0,1.0,106
main,A* + Escape,24,5,90029,0.9166666666666666,0.0,
main,A* + Escape,24,5,90030,1.0,1.0,162
main,A* + Escape,24,5,90031,1.0,1.0,63
main,A* + Escape,24,5,90032,1.0,1.0,103
main,A* + Escape,24,5,90033,0.9166666666666666,0.0,
main,A* + Escape,24,5,90034,1.0,1.0,183
main,A* + Escape,24,5,90035,0.9166666666666666,0.0,
main,A* + Escape,24,5,90036,1.0,1.0,136
main,A* + Escape,24,5,90037,0.9166666666666666,0.0,
main,A* + Escape,24,5,90038,1.0,1.0,80
main,A* + Escape,24,5,90039,1.0,1.0,130
main,A* + Escape,24,5,90040,1.0,1.0,129
main,A* + Escape,24,5,90041,1.0,1.0,103
main,A* + Escape,24,5,90042,1.0,1.0,67
main,A* + Escape,24,5,90043,0.9166666666666666,0.0,
main,A* + Escape,24,5,90044,1.0,1.0,147
main,A* + Escape,24,5,90045,1.0,1.0,97
main,A* + Escape,24,5,90046,1.0,1.0,63
main,A* + Escape,24,5,90047,1.0,1.0,122
main,A* + Escape,24,5,90048,0.9166666666666666,0.0,
main,A* + Escape,24,5,90049,1.0,1.0,140
main,A* + Escape,24,5,90050,0.9166666666666666,0.0,
main,A* + Escape,24,5,90051,1.0,1.0,115
main,A* + Escape,24,5,90052,1.0,1.0,88
main,A* + Escape,24,5,90053,1.0,1.0,85
main,A* + Escape,24,5,90054,1.0,1.0,67
main,A* + Escape,24,5,90055,0.9166666666666666,0.0,
main,A* + Escape,24,5,90056,1.0,1.0,90
main,A* + Escape,24,5,90057,1.0,1.0,75
main,A* + Escape,24,5,90058,1.0,1.0,160
main,A* + Escape,24,5,90059,1.0,1.0,205
main,A* + Escape,24,5,90060,1.0,1.0,61
main,A* + Escape,24,5,90061,1.0,1.0,85
main,A* + Escape,24,5,90062,1.0,1.0,96
main,A* + Escape,24,5,90063,1.0,1.0,193
main,A* + Escape,24,5,90064,1.0,1.0,109
main,A* + Escape,24,5,90065,1.0,1.0,111
main,A* + Escape,24,5,90066,1.0,1.0,150
main,A* + Escape,24,5,90067,1.0,1.0,88
main,A* + Escape,24,5,90068,0.9166666666666666,0.0,
main,A* + Escape,24,5,90069,1.0,1.0,114
main,A* + Escape,24,5,90070,1.0,1.0,173
main,A* + Escape,24,5,90071,1.0,1.0,83
main,A* + Escape,24,5,90072,1.0,1.0,104
main,A* + Escape,24,5,90073,1.0,1.0,130
main,A* + Escape,24,5,90074,1.0,1.0,137
main,A* + Escape,24,5,90075,1.0,1.0,107
main,A* + Escape,24,5,90076,1.0,1.0,134
main,A* + Escape,24,5,90077,1.0,1.0,78
main,A* + Escape,24,5,90078,1.0,1.0,91
main,A* + Escape,24,5,90079,1.0,1.0,101
main,A* + Escape,24,5,90080,1.0,1.0,77
main,A* + Escape,24,5,90081,0.9166666666666666,0.0,
main,A* + Escape,24,5,90082,0.9166666666666666,0.0,
main,A* + Escape,24,5,90083,1.0,1.0,78
main,A* + Escape,24,5,90084,0.7916666666666666,0.0,
main,A* + Escape,24,5,90085,1.0,1.0,69
main,A* + Escape,24,5,90086,1.0,1.0,89
main,A* + Escape,24,5,90087,1.0,1.0,123
main,A* + Escape,24,5,90088,1.0,1.0,78
main,A* + Escape,24,5,90089,1.0,1.0,70
main,A* + Escape,24,5,90090,0.9166666666666666,0.0,
main,A* + Escape,24,5,90091,1.0,1.0,122
main,A* + Escape,24,5,90092,1.0,1.0,80
main,A* + Escape,24,5,90093,1.0,1.0,158
main,A* + Escape,24,5,90094,1.0,1.0,123
main,A* + Escape,24,5,90095,1.0,1.0,96
main,A* + Escape,24,5,90096,0.9166666666666666,0.0,
main,A* + Escape,24,5,90097,0.9166666666666666,0.0,
main,A* + Escape,24,5,90098,0.9166666666666666,0.0,
main,A* + Escape,24,5,90099,1.0,1.0,159
main,A* + Escape,32,5,90000,1.0,1.0,105
main,A* + Escape,32,5,90001,1.0,1.0,117
main,A* + Escape,32,5,90002,1.0,1.0,75
main,A* + Escape,32,5,90003,1.0,1.0,101
main,A* + Escape,32,5,90004,0.96875,0.0,
main,A* + Escape,32,5,90005,1.0,1.0,181
main,A* + Escape,32,5,90006,0.9375,0.0,
main,A* + Escape,32,5,90007,1.0,1.0,122
main,A* + Escape,32,5,90008,0.96875,0.0,
main,A* + Escape,32,5,90009,1.0,1.0,149
main,A* + Escape,32,5,90010,1.0,1.0,248
main,A* + Escape,32,5,90011,1.0,1.0,140
main,A* + Escape,32,5,90012,0.78125,0.0,
main,A* + Escape,32,5,90013,1.0,1.0,107
main,A* + Escape,32,5,90014,0.90625,0.0,
main,A* + Escape,32,5,90015,1.0,1.0,126
main,A* + Escape,32,5,90016,0.90625,0.0,
main,A* + Escape,32,5,90017,0.9375,0.0,
main,A* + Escape,32,5,90018,1.0,1.0,90
main,A* + Escape,32,5,90019,0.9375,0.0,
main,A* + Escape,32,5,90020,0.9375,0.0,
main,A* + Escape,32,5,90021,1.0,1.0,175
main,A* + Escape,32,5,90022,1.0,1.0,99
main,A* + Escape,32,5,90023,1.0,1.0,71
main,A* + Escape,32,5,90024,1.0,1.0,117
main,A* + Escape,32,5,90025,0.9375,0.0,
main,A* + Escape,32,5,90026,0.9375,0.0,
main,A* + Escape,32,5,90027,1.0,1.0,92
main,A* + Escape,32,5,90028,1.0,1.0,133
main,A* + Escape,32,5,90029,1.0,1.0,135
main,A* + Escape,32,5,90030,1.0,1.0,223
main,A* + Escape,32,5,90031,1.0,1.0,117
main,A* + Escape,32,5,90032,1.0,1.0,137
main,A* + Escape,32,5,90033,1.0,1.0,84
main,A* + Escape,32,5,90034,0.9375,0.0,
main,A* + Escape,32,5,90035,0.9375,0.0,
main,A* + Escape,32,5,90036,1.0,1.0,87
main,A* + Escape,32,5,90037,0.6875,0.0,
main,A* + Escape,32,5,90038,0.9375,0.0,
main,A* + Escape,32,5,90039,1.0,1.0,122
main,A* + Escape,32,5,90040,1.0,1.0,140
main,A* + Escape,32,5,90041,1.0,1.0,100
main,A* + Escape,32,5,90042,1.0,1.0,84
main,A* + Escape,32,5,90043,1.0,1.0,93
main,A* + Escape,32,5,90044,1.0,1.0,144
main,A* + Escape,32,5,90045,1.0,1.0,113
main,A* + Escape,32,5,90046,1.0,1.0,144
main,A* + Escape,32,5,90047,0.9375,0.0,
main,A* + Escape,32,5,90048,1.0,1.0,200
main,A* + Escape,32,5,90049,1.0,1.0,145
main,A* + Escape,32,5,90050,0.875,0.0,
main,A* + Escape,32,5,90051,1.0,1.0,119
main,A* + Escape,32,5,90052,1.0,1.0,154
main,A* + Escape,32,5,90053,1.0,1.0,83
main,A* + Escape,32,5,90054,0.9375,0.0,
main,A* + Escape,32,5,90055,1.0,1.0,103
main,A* + Escape,32,5,90056,1.0,1.0,112
main,A* + Escape,32,5,90057,1.0,1.0,100
main,A* + Escape,32,5,90058,1.0,1.0,100
main,A* + Escape,32,5,90059,0.9375,0.0,
main,A* + Escape,32,5,90060,0.9375,0.0,
main,A* + Escape,32,5,90061,1.0,1.0,117
main,A* + Escape,32,5,90062,1.0,1.0,141
main,A* + Escape,32,5,90063,0.9375,0.0,
main,A* + Escape,32,5,90064,0.9375,0.0,
main,A* + Escape,32,5,90065,0.9375,0.0,
main,A* + Escape,32,5,90066,1.0,1.0,115
main,A* + Escape,32,5,90067,1.0,1.0,98
main,A* + Escape,32,5,90068,1.0,1.0,156
main,A* + Escape,32,5,90069,1.0,1.0,115
main,A* + Escape,32,5,90070,1.0,1.0,134
main,A* + Escape,32,5,90071,1.0,1.0,105
main,A* + Escape,32,5,90072,1.0,1.0,151
main,A* + Escape,32,5,90073,1.0,1.0,234
main,A* + Escape,32,5,90074,1.0,1.0,160
main,A* + Escape,32,5,90075,1.0,1.0,136
main,A* + Escape,32,5,90076,1.0,1.0,116
main,A* + Escape,32,5,90077,0.9375,0.0,
main,A* + Escape,32,5,90078,1.0,1.0,91
main,A* + Escape,32,5,90079,1.0,1.0,89
main,A* + Escape,32,5,90080,1.0,1.0,110
main,A* + Escape,32,5,90081,1.0,1.0,196
main,A* + Escape,32,5,90082,1.0,1.0,135
main,A* + Escape,32,5,90083,1.0,1.0,93
main,A* + Escape,32,5,90084,1.0,1.0,103
main,A* + Escape,32,5,90085,1.0,1.0,86
main,A* + Escape,32,5,90086,1.0,1.0,170
main,A* + Escape,32,5,90087,1.0,1.0,159
main,A* + Escape,32,5,90088,1.0,1.0,75
main,A* + Escape,32,5,90089,0.875,0.0,
main,A* + Escape,32,5,90090,1.0,1.0,110
main,A* + Escape,32,5,90091,1.0,1.0,146
main,A* + Escape,32,5,90092,1.0,1.0,66
main,A* + Escape,32,5,90093,1.0,1.0,218
main,A* + Escape,32,5,90094,1.0,1.0,161
main,A* + Escape,32,5,90095,1.0,1.0,158
main,A* + Escape,32,5,90096,0.9375,0.0,
main,A* + Escape,32,5,90097,0.9375,0.0,
main,A* + Escape,32,5,90098,0.90625,0.0,
main,A* + Escape,32,5,90099,0.9375,0.0,
main,RL Only,4,5,90000,0.5,0.0,
main,RL Only,4,5,90001,0.75,0.0,
main,RL Only,4,5,90002,0.75,0.0,
main,RL Only,4,5,90003,0.25,0.0,
main,RL Only,4,5,90004,0.25,0.0,
main,RL Only,4,5,90005,0.75,0.0,
main,RL Only,4,5,90006,0.75,0.0,
main,RL Only,4,5,90007,0.75,0.0,
main,RL Only,4,5,90008,1.0,1.0,34
main,RL Only,4,5,90009,0.75,0.0,
main,RL Only,4,5,90010,0.25,0.0,
main,RL Only,4,5,90011,0.5,0.0,
main,RL Only,4,5,90012,0.5,0.0,
main,RL Only,4,5,90013,0.75,0.0,
main,RL Only,4,5,90014,0.5,0.0,
main,RL Only,4,5,90015,0.75,0.0,
main,RL Only,4,5,90016,0.75,0.0,
main,RL Only,4,5,90017,0.25,0.0,
main,RL Only,4,5,90018,0.25,0.0,
main,RL Only,4,5,90019,1.0,1.0,45
main,RL Only,4,5,90020,1.0,1.0,37
main,RL Only,4,5,90021,0.75,0.0,
main,RL Only,4,5,90022,0.75,0.0,
main,RL Only,4,5,90023,1.0,1.0,42
main,RL Only,4,5,90024,0.25,0.0,
main,RL Only,4,5,90025,0.25,0.0,
main,RL Only,4,5,90026,0.75,0.0,
main,RL Only,4,5,90027,0.75,0.0,
main,RL Only,4,5,90028,1.0,1.0,43
main,RL Only,4,5,90029,0.5,0.0,
main,RL Only,4,5,90030,0.25,0.0,
main,RL Only,4,5,90031,0.75,0.0,
main,RL Only,4,5,90032,0.75,0.0,
main,RL Only,4,5,90033,0.5,0.0,
main,RL Only,4,5,90034,0.75,0.0,
main,RL Only,4,5,90035,1.0,1.0,68
main,RL Only,4,5,90036,0.75,0.0,
main,RL Only,4,5,90037,0.5,0.0,
main,RL Only,4,5,90038,0.75,0.0,
main,RL Only,4,5,90039,0.75,0.0,
main,RL Only,4,5,90040,0.25,0.0,
main,RL Only,4,5,90041,0.25,0.0,
main,RL Only,4,5,90042,0.5,0.0,
main,RL Only,4,5,90043,0.5,0.0,
main,RL Only,4,5,90044,0.75,0.0,
main,RL Only,4,5,90045,0.75,0.0,
main,RL Only,4,5,90046,0.75,0.0,
main,RL Only,4,5,90047,0.75,0.0,
main,RL Only,4,5,90048,1.0,1.0,62
main,RL Only,4,5,90049,0.25,0.0,
main,RL Only,4,5,90050,0.5,0.0,
main,RL Only,4,5,90051,0.75,0.0,
main,RL Only,4,5,90052,0.5,0.0,
main,RL Only,4,5,90053,0.5,0.0,
main,RL Only,4,5,90054,0.5,0.0,
main,RL Only,4,5,90055,0.75,0.0,
main,RL Only,4,5,90056,0.25,0.0,
main,RL Only,4,5,90057,0.75,0.0,
main,RL Only,4,5,90058,0.5,0.0,
main,RL Only,4,5,90059,0.25,0.0,
main,RL Only,4,5,90060,1.0,1.0,35
main,RL Only,4,5,90061,0.5,0.0,
main,RL Only,4,5,90062,0.25,0.0,
main,RL Only,4,5,90063,0.75,0.0,
main,RL Only,4,5,90064,0.25,0.0,
main,RL Only,4,5,90065,0.5,0.0,
main,RL Only,4,5,90066,0.75,0.0,
main,RL Only,4,5,90067,0.25,0.0,
main,RL Only,4,5,90068,0.75,0.0,
main,RL Only,4,5,90069,1.0,1.0,33
main,RL Only,4,5,90070,0.75,0.0,
main,RL Only,4,5,90071,0.25,0.0,
main,RL Only,4,5,90072,0.0,0.0,
main,RL Only,4,5,90073,0.25,0.0,
main,RL Only,4,5,90074,0.5,0.0,
main,RL Only,4,5,90075,0.0,0.0,
main,RL Only,4,5,90076,0.5,0.0,
main,RL Only,4,5,90077,0.75,0.0,
main,RL Only,4,5,90078,0.75,0.0,
main,RL Only,4,5,90079,0.5,0.0,
main,RL Only,4,5,90080,0.5,0.0,
main,RL Only,4,5,90081,0.75,0.0,
main,RL Only,4,5,90082,0.75,0.0,
main,RL Only,4,5,90083,0.75,0.0,
main,RL Only,4,5,90084,0.75,0.0,
main,RL Only,4,5,90085,1.0,1.0,21
main,RL Only,4,5,90086,0.75,0.0,
main,RL Only,4,5,90087,0.25,0.0,
main,RL Only,4,5,90088,1.0,1.0,28
main,RL Only,4,5,90089,0.5,0.0,
main,RL Only,4,5,90090,0.25,0.0,
main,RL Only,4,5,90091,0.5,0.0,
main,RL Only,4,5,90092,0.75,0.0,
main,RL Only,4,5,90093,0.75,0.0,
main,RL Only,4,5,90094,0.75,0.0,
main,RL Only,4,5,90095,0.5,0.0,
main,RL Only,4,5,90096,1.0,1.0,47
main,RL Only,4,5,90097,0.75,0.0,
main,RL Only,4,5,90098,0.0,0.0,
main,RL Only,4,5,90099,0.5,0.0,
main,RL Only,8,5,90000,0.625,0.0,
main,RL Only,8,5,90001,0.375,0.0,
main,RL Only,8,5,90002,0.75,0.0,
main,RL Only,8,5,90003,0.625,0.0,
main,RL Only,8,5,90004,0.625,0.0,
main,RL Only,8,5,90005,0.875,0.0,
main,RL Only,8,5,90006,0.75,0.0,
main,RL Only,8,5,90007,0.875,0.0,
main,RL Only,8,5,90008,0.625,0.0,
main,RL Only,8,5,90009,0.625,0.0,
main,RL Only,8,5,90010,0.625,0.0,
main,RL Only,8,5,90011,0.75,0.0,
